Orientation [°],Layer Height [mm],Nozzle Diameter [mm],Print Speed [mm/min],Avg Temperature [°C],Avg Filament Speed [mm/s],Avg Force [g],Modulus [MPa],Tensile Stress at Tensile Strength [MPa],Run,Sample,Notes,Filepath
0,0.2,0.4,1200,232.56,0.67,232.86,2726.19,37.42,2,4,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_04_1200/2_100_25_02_04_1200_0_S.csv
0,0.2,0.4,2400,232.77,1.33,792.66,2868.99,36.20,1,1,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_04_2400/1_100_25_02_04_2400_0_S.csv
0,0.2,0.4,2400,232.97,1.33,611.52,2574.24,38.40,1,2,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_04_2400/1_100_25_02_04_2400_0_S.csv
0,0.2,0.4,2400,233.21,1.33,516.86,2113.52,38.64,1,3,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_04_2400/1_100_25_02_04_2400_0_S.csv
0,0.2,0.4,2400,233.27,1.34,554.91,2120.71,39.13,1,4,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_04_2400/1_100_25_02_04_2400_0_S.csv
0,0.2,0.4,2400,232.62,1.32,731.45,2401.81,36.39,2,1,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_04_2400/2_100_25_02_04_2400_0_S.csv
0,0.2,0.4,2400,232.98,1.33,612.58,2399.17,36.51,2,2,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_04_2400/2_100_25_02_04_2400_0_S.csv
0,0.2,0.4,2400,233.24,1.32,492.03,2454.73,38.80,2,3,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_04_2400/2_100_25_02_04_2400_0_S.csv
0,0.2,0.4,2400,233.09,1.33,525.80,2243.51,38.94,2,4,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_04_2400/2_100_25_02_04_2400_0_S.csv
0,0.2,0.4,3600,232.66,1.94,823.71,2055.50,36.35,1,1,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_04_3600/1_100_25_02_04_3600_0_S.csv
0,0.2,0.4,3600,233.02,1.94,732.50,2520.43,38.22,1,2,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_04_3600/1_100_25_02_04_3600_0_S.csv
0,0.2,0.4,3600,233.37,1.95,559.17,2265.12,38.65,1,3,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_04_3600/1_100_25_02_04_3600_0_S.csv
0,0.2,0.4,3600,233.3,1.95,566.85,2360.27,38.48,1,4,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_04_3600/1_100_25_02_04_3600_0_S.csv
0,0.2,0.4,3600,232.66,1.94,823.71,1861.99,38.69,2,1,,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_04_3600/2_100_25_02_04_3600_0_S_reverse.csv
0,0.2,0.4,3600,233.02,1.94,732.50,3098.70,38.08,2,2,,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_04_3600/2_100_25_02_04_3600_0_S_reverse.csv
0,0.2,0.4,3600,233.37,1.95,559.17,2371.45,37.42,2,3,,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_04_3600/2_100_25_02_04_3600_0_S_reverse.csv
0,0.2,0.4,3600,233.3,1.95,566.85,2246.99,37.41,2,4,,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_04_3600/2_100_25_02_04_3600_0_S_reverse.csv
0,0.2,0.8,1200,227.22,1.28,436.07,2304.51,37.48,1,1,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_1200/1_100_25_02_08_1200_0_J.csv
0,0.2,0.8,1200,227.2,1.28,464.43,2435.23,37.56,1,2,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_1200/1_100_25_02_08_1200_0_J.csv
0,0.2,0.8,1200,227.17,1.27,478.29,2825.60,37.92,1,3,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_1200/1_100_25_02_08_1200_0_J.csv
0,0.2,0.8,1200,226.93,1.28,483.35,2900.80,37.76,1,4,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_1200/1_100_25_02_08_1200_0_J.csv
0,0.2,0.8,1200,227.23,1.28,328.97,2794.13,37.28,2,1,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_1200/2_100_25_02_08_1200_0_J.csv
0,0.2,0.8,1200,227.17,1.26,360.87,2384.79,37.46,2,2,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_1200/2_100_25_02_08_1200_0_J.csv
0,0.2,0.8,1200,227.2,1.28,337.06,2125.93,37.54,2,3,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_1200/2_100_25_02_08_1200_0_J.csv
0,0.2,0.8,1200,227.01,1.28,346.36,2210.43,37.56,2,4,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_1200/2_100_25_02_08_1200_0_J.csv
0,0.2,0.8,2400,226.76,2.48,308.61,2218.22,36.76,1,1,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_2400/1_100_25_02_08_2400_0_J.csv
0,0.2,0.8,2400,226.8,2.47,310.70,2118.55,36.76,1,2,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_2400/1_100_25_02_08_2400_0_J.csv
0,0.2,0.8,2400,226.82,2.48,329.36,2274.42,32.93,1,3,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_2400/1_100_25_02_08_2400_0_J.csv
0,0.2,0.8,2400,226.74,2.41,316.22,3283.59,34.14,1,4,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_2400/1_100_25_02_08_2400_0_J.csv
0,0.2,0.8,2400,226.93,2.52,419.70,2274.42,32.93,2,1,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_2400/2_100_25_02_08_2400_0_J.csv
0,0.2,0.8,2400,226.91,2.52,507.03,2294.31,35.76,2,2,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_2400/2_100_25_02_08_2400_0_J.csv
0,0.2,0.8,2400,226.92,2.51,465.52,1798.70,37.92,2,3,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_2400/2_100_25_02_08_2400_0_J.csv
0,0.2,0.8,2400,226.81,2.43,464.08,1933.14,36.42,2,4,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_2400/2_100_25_02_08_2400_0_J.csv
0,0.2,0.8,3600,226.83,3.60,653.07,2539.15,38.23,1,1,,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_3600/1_100_25_02_08_3600_0_M_x3.csv
0,0.2,0.8,3600,226.81,3.60,654.21,2406.88,39.68,1,2,,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_3600/1_100_25_02_08_3600_0_M_x3.csv
0,0.2,0.8,3600,226.81,3.51,761.57,1967.78,35.92,1,3,,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_3600/1_100_25_02_08_3600_0_M_x3.csv
0,0.2,0.8,3600,226.95,3.57,689.62,2304.60,40.18,1,4,,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_3600/1_100_25_02_08_3600_0_M_x3.csv
0,0.2,0.8,3600,226.82,3.64,944.80,2891.17,38.96,2,1,M,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_3600/2_100_25_02_08_3600_0_M.csv
0,0.2,0.8,3600,226.96,3.66,643.32,2123.81,40.96,2,2,M,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_3600/2_100_25_02_08_3600_0_M.csv
0,0.2,0.8,3600,226.83,3.64,779.92,2054.22,40.22,2,3,M,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_3600/2_100_25_02_08_3600_0_M.csv
0,0.2,0.8,3600,226.77,3.57,839.52,2590.19,39.16,2,4,M,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_3600/2_100_25_02_08_3600_0_M.csv
0,0.2,0.8,3600,234.25,3.64,1242.13,2126.44,39.09,1,1,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_3600_S/1_100_25_02_08_3600_0_S.csv
0,0.2,0.8,3600,234.49,3.66,961.82,2136.89,39.00,1,2,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_3600_S/1_100_25_02_08_3600_0_S.csv
0,0.2,0.8,3600,234.59,3.67,760.28,2354.78,39.73,1,3,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_3600_S/1_100_25_02_08_3600_0_S.csv
0,0.2,0.8,3600,234.16,3.63,975.33,2431.15,39.73,1,4,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_3600_S/1_100_25_02_08_3600_0_S.csv
0,0.2,0.8,3600,234.42,3.66,1355.33,2583.69,38.89,2,1,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_3600_S/2_100_25_02_08_3600_0_S.csv
0,0.2,0.8,3600,234.66,3.67,1212.22,2107.90,40.24,2,2,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_3600_S/2_100_25_02_08_3600_0_S.csv
0,0.2,0.8,3600,234.78,3.68,1193.56,2016.70,39.46,2,3,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_3600_S/2_100_25_02_08_3600_0_S.csv
0,0.2,0.8,3600,234.42,3.65,1598.98,2281.42,38.15,2,4,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_02_08_3600_S/2_100_25_02_08_3600_0_S.csv
0,0.4,0.3,1200,226.93,0.90,1178.44,2377.15,24.49,1,1,M,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_03_1200/1_100_25_04_03_1200_0_M.csv
0,0.4,0.3,1200,226.93,0.88,1115.14,2529.35,28.47,1,2,M,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_03_1200/1_100_25_04_03_1200_0_M.csv
0,0.4,0.3,1200,226.9,0.88,1148.28,1881.35,28.50,1,3,M,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_03_1200/1_100_25_04_03_1200_0_M.csv
0,0.4,0.3,1200,226.74,0.88,1150.83,1838.54,27.96,1,4,M,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_03_1200/1_100_25_04_03_1200_0_M.csv
0,0.4,0.3,1200,226.93,0.89,1079.52,2235.82,25.70,2,1,M,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_03_1200/2_100_25_04_03_1200_0_M.csv
0,0.4,0.3,1200,226.9,0.87,1024.20,2629.88,27.89,2,2,M,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_03_1200/2_100_25_04_03_1200_0_M.csv
0,0.4,0.3,1200,226.86,0.89,1045.80,2559.74,26.42,2,3,M,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_03_1200/2_100_25_04_03_1200_0_M.csv
0,0.4,0.3,1200,226.71,0.90,1097.72,2965.38,25.61,2,4,M,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_03_1200/2_100_25_04_03_1200_0_M.csv
0,0.4,0.3,2400,227.45,1.83,1988.20,1794.45,26.65,2,1,JB,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_03_2400/02_100_25_04_03_2400_0_JB.csv
0,0.4,0.3,2400,227.54,1.83,1708.92,1794.45,27.87,2,2,JB,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_03_2400/02_100_25_04_03_2400_0_JB.csv
0,0.4,0.3,2400,227.54,1.82,1605.65,1671.38,26.79,2,3,JB,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_03_2400/02_100_25_04_03_2400_0_JB.csv
0,0.4,0.3,2400,227.36,1.82,1786.37,1702.00,27.51,2,4,JB,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_03_2400/02_100_25_04_03_2400_0_JB.csv
0,0.4,0.3,2400,226.81,1.51,1317.90,1671.38,29.06,1,1,M,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_03_2400/1_100_25_04_03_2400_0_M.csv
0,0.4,0.3,2400,226.82,1.50,1279.57,1702.00,28.50,1,2,M,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_03_2400/1_100_25_04_03_2400_0_M.csv
0,0.4,0.3,2400,226.8,1.58,1384.79,2225.51,30.12,1,3,M,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_03_2400/1_100_25_04_03_2400_0_M.csv
0,0.4,0.3,2400,226.69,1.58,1373.20,1794.45,29.38,1,4,M,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_03_2400/1_100_25_04_03_2400_0_M.csv
0,0.4,0.3,3600,227.5,2.29,2576.46,2218.69,30.75,1,1,JB,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_03_3600/1_100_25_04_03_3600_0_JB.csv
0,0.4,0.3,3600,227.63,2.36,2145.07,2752.55,31.07,1,2,JB,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_03_3600/1_100_25_04_03_3600_0_JB.csv
0,0.4,0.3,3600,227.49,2.40,2048.30,2749.67,31.22,1,3,JB,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_03_3600/1_100_25_04_03_3600_0_JB.csv
0,0.4,0.3,3600,227.55,2.52,2265.51,1791.75,30.57,1,4,JB,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_03_3600/1_100_25_04_03_3600_0_JB.csv
0,0.4,0.3,3600,227.6,2.47,2506.33,2983.57,28.83,2,1,JB,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_03_3600/2_100_25_04_03_3600_0_JB.csv
0,0.4,0.3,3600,227.4,2.54,2102.03,2178.02,30.64,2,2,JB,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_03_3600/2_100_25_04_03_3600_0_JB.csv
0,0.4,0.3,3600,227.47,2.53,1947.98,1977.07,30.88,2,3,JB,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_03_3600/2_100_25_04_03_3600_0_JB.csv
0,0.4,0.3,3600,227.4,2.48,2165.72,2413.24,31.15,2,4,JB,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_03_3600/2_100_25_04_03_3600_0_JB.csv
0,0.4,0.4,1200,233.35,1.33,678.66,3763.52,29.87,1,1,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_04_1200/1_100_25_04_04_1200_0_S.csv
0,0.4,0.4,1200,233.54,1.33,538.00,2580.85,31.84,1,2,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_04_1200/1_100_25_04_04_1200_0_S.csv
0,0.4,0.4,1200,233.82,1.33,479.78,2413.84,32.78,1,3,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_04_1200/1_100_25_04_04_1200_0_S.csv
0,0.4,0.4,1200,233.12,1.33,489.49,2065.88,33.04,1,4,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_04_1200/1_100_25_04_04_1200_0_S.csv
0,0.4,0.4,1200,234.41,1.33,659.48,4103.72,27.91,2,1,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_04_1200/2_100_25_04_04_1200_0_S.csv
0,0.4,0.4,1200,234.75,1.33,519.86,3396.46,28.03,2,2,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_04_1200/2_100_25_04_04_1200_0_S.csv
0,0.4,0.4,1200,235.04,1.33,424.35,3222.51,31.75,2,3,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_04_1200/2_100_25_04_04_1200_0_S.csv
0,0.4,0.4,1200,234.39,1.32,458.91,2106.89,28.36,2,4,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_04_1200/2_100_25_04_04_1200_0_S.csv
0,0.4,0.4,2400,234.42,2.61,1060.27,2001.10,32.79,1,1,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_04_2400/1_100_25_04_04_2400_0_S.csv
0,0.4,0.4,2400,234.81,2.60,910.08,2129.15,33.28,1,2,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_04_2400/1_100_25_04_04_2400_0_S.csv
0,0.4,0.4,2400,234.84,2.60,874.24,2942.34,34.58,1,3,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_04_2400/1_100_25_04_04_2400_0_S.csv
0,0.4,0.4,2400,234.8,2.60,894.00,2490.85,34.54,1,4,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_04_2400/1_100_25_04_04_2400_0_S.csv
0,0.4,0.4,2400,234.33,2.59,1150.39,2473.26,31.23,2,1,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_04_2400/2_100_25_04_04_2400_0_S.csv
0,0.4,0.4,2400,234.51,2.60,982.64,2181.24,33.71,2,2,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_04_2400/2_100_25_04_04_2400_0_S.csv
0,0.4,0.4,2400,234.84,2.60,867.95,2898.23,35.00,2,3,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_04_2400/2_100_25_04_04_2400_0_S.csv
0,0.4,0.4,2400,234.92,2.53,930.74,1619.14,26.43,2,4,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_04_2400/2_100_25_04_04_2400_0_S.csv
0,0.4,0.4,3600,234.39,3.79,1614.58,1930.26,34.02,1,1,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_04_3600/1_100_25_04_04_3600_0_S.csv
0,0.4,0.4,3600,234.7,3.79,1429.82,2182.15,34.24,1,2,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_04_3600/1_100_25_04_04_3600_0_S.csv
0,0.4,0.4,3600,235,3.77,1356.15,2247.97,34.55,1,3,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_04_3600/1_100_25_04_04_3600_0_S.csv
0,0.4,0.4,3600,234.85,3.76,1390.55,1863.42,33.94,1,4,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_04_3600/1_100_25_04_04_3600_0_S.csv
0,0.4,0.4,3600,234.53,3.75,1735.08,1930.02,33.25,2,1,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_04_3600/2_100_25_04_04_3600_0_S.csv
0,0.4,0.4,3600,234.77,3.76,1450.40,2357.54,34.07,2,2,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_04_3600/2_100_25_04_04_3600_0_S.csv
0,0.4,0.4,3600,234.76,3.77,1364.26,2277.39,34.64,2,3,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_04_3600/2_100_25_04_04_3600_0_S.csv
0,0.4,0.4,3600,234.68,3.75,1348.77,2055.30,35.40,2,4,S,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_04_3600/2_100_25_04_04_3600_0_S.csv
0,0.4,0.8,1200,227.17,2.57,299.45,2666.13,36.58,1,1,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_1200/1_100_25_04_08_1200_0_J.csv
0,0.4,0.8,1200,227.12,2.57,280.99,2278.61,36.50,1,2,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_1200/1_100_25_04_08_1200_0_J.csv
0,0.4,0.8,1200,227.11,2.56,242.21,2389.16,36.10,1,3,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_1200/1_100_25_04_08_1200_0_J.csv
0,0.4,0.8,1200,226.69,2.56,282.12,2558.38,36.98,1,4,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_1200/1_100_25_04_08_1200_0_J.csv
0,0.4,0.8,1200,227.19,2.59,315.94,2614.59,36.88,2,1,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_1200/2_100_25_04_08_1200_0_J.csv
0,0.4,0.8,1200,227.11,2.57,269.73,2102.30,36.76,2,2,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_1200/2_100_25_04_08_1200_0_J.csv
0,0.4,0.8,1200,227.16,2.56,263.24,2343.35,36.90,2,3,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_1200/2_100_25_04_08_1200_0_J.csv
0,0.4,0.8,1200,226.7,2.56,235.50,2094.42,36.63,2,4,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_1200/2_100_25_04_08_1200_0_J.csv
0,0.4,0.8,2400,227.04,4.91,1039.31,2138.05,39.28,1,1,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_2400/1_100_25_04_08_2400_0_J.csv
0,0.4,0.8,2400,227.04,4.91,946.29,1916.32,40.61,1,2,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_2400/1_100_25_04_08_2400_0_J.csv
0,0.4,0.8,2400,226.86,4.91,893.88,2438.43,39.42,1,3,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_2400/1_100_25_04_08_2400_0_J.csv
0,0.4,0.8,2400,226.84,4.90,956.28,2093.60,40.41,1,4,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_2400/1_100_25_04_08_2400_0_J.csv
0,0.4,0.8,2400,226.95,4.91,1143.49,2167.33,38.77,2,1,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_2400/2_100_25_04_08_2400_0_J.csv
0,0.4,0.8,2400,227.01,4.92,1016.31,2235.63,40.08,2,2,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_2400/2_100_25_04_08_2400_0_J.csv
0,0.4,0.8,2400,227.01,4.90,948.44,2468.60,39.32,2,3,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_2400/2_100_25_04_08_2400_0_J.csv
0,0.4,0.8,2400,226.89,4.90,925.90,2509.44,40.49,2,4,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_2400/2_100_25_04_08_2400_0_J.csv
0,0.4,0.8,2400,226.98,4.78,897.76,2081.85,37.33,3,1,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_2400/3_100_25_04_08_2400_0_J.csv
0,0.4,0.8,2400,226.97,4.83,807.08,2400.34,37.88,3,2,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_2400/3_100_25_04_08_2400_0_J.csv
0,0.4,0.8,2400,226.88,4.82,766.19,2317.70,37.56,3,3,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_2400/3_100_25_04_08_2400_0_J.csv
0,0.4,0.8,2400,226.8,4.81,834.91,2106.23,38.15,3,4,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_2400/3_100_25_04_08_2400_0_J.csv
0,0.4,0.8,3600,226.9,5.20,1331.26,1448.96,19.82,1,1,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_3600/1_100_25_04_08_3600_0_J.csv
0,0.4,0.8,3600,228.09,5.01,1103.21,1392.25,16.65,1,2,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_3600/1_100_25_04_08_3600_0_J.csv
0,0.4,0.8,3600,226.91,4.97,958.75,1345.52,17.04,1,3,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_3600/1_100_25_04_08_3600_0_J.csv
0,0.4,0.8,3600,226.93,4.87,1045.94,1770.14,18.18,1,4,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_3600/1_100_25_04_08_3600_0_J.csv
0,0.4,0.8,3600,226.88,5.05,1309.05,1311.47,18.65,2,1,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_3600/2_100_25_04_08_3600_0_J.csv
0,0.4,0.8,3600,226.89,5.00,1015.81,1694.30,17.33,2,2,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_3600/2_100_25_04_08_3600_0_J.csv
0,0.4,0.8,3600,226.95,5.00,1007.75,1297.87,17.67,2,3,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_3600/2_100_25_04_08_3600_0_J.csv
0,0.4,0.8,3600,226.81,4.95,1053.91,1331.15,18.21,2,4,J,C:/Users/gerardoamc/Downloads/Data Collection/0 degree orientation/0_4_3200_100_25_04_08_3600/2_100_25_04_08_3600_0_J.csv
